Player ID: 1, Name=Ali, SurName=Arslan, Age=22, Nationality=Turkiye, CurrentTeamID=1, Position=GK, OverallRating=76, Value=178606.37, Wage=7853.5, TechnicalAttributes: Finishing=79, Pass=95, Dribbling=67, Tackle=55, ShotPower=86
Player ID: 12, Name=Ali, SurName=Akman, Age=21, Nationality=Turkiye, CurrentTeamID=1, Position=CM, OverallRating=66, Value=232747.9, Wage=5394.86, TechnicalAttributes: Finishing=77, Pass=56, Dribbling=80, Tackle=59, ShotPower=60
Player ID: 13, Name=Ali, SurName=Çelik, Age=34, Nationality=Turkiye, CurrentTeamID=1, Position=GK, OverallRating=77, Value=371746.34, Wage=5478.04, TechnicalAttributes: Finishing=74, Pass=84, Dribbling=85, Tackle=60, ShotPower=85
Player ID: 14, Name=Ali, SurName=Çetin, Age=27, Nationality=Turkiye, CurrentTeamID=1, Position=GK, OverallRating=63, Value=495339.16, Wage=7407.46, TechnicalAttributes: Finishing=51, Pass=77, Dribbling=54, Tackle=66, ShotPower=70
Player ID: 15, Name=Ali, SurName=Çetin, Age=28, Nationality=Turkiye, CurrentTeamID=1, Position=GK, OverallRating=72, Value=394752.17, Wage=7351.45, TechnicalAttributes: Finishing=80, Pass=91, Dribbling=59, Tackle=52, ShotPower=80
Player ID: 16, Name=Ahmet, SurName=Akman, Age=23, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=84, Value=527530.5, Wage=5319.21, TechnicalAttributes: Finishing=69, Pass=81, Dribbling=92, Tackle=85, ShotPower=95
Player ID: 17, Name=Ahmet, SurName=Çelik, Age=16, Nationality=Turkiye, CurrentTeamID=2, Position=CB, OverallRating=79, Value=148163.98, Wage=7302.05, TechnicalAttributes: Finishing=94, Pass=70, Dribbling=92, Tackle=61, ShotPower=82
Player ID: 18, Name=Ahmet, SurName=Kılıç, Age=23, Nationality=Turkiye, CurrentTeamID=2, Position=ST, OverallRating=66, Value=482423.03, Wage=6645.6, TechnicalAttributes: Finishing=63, Pass=70, Dribbling=51, Tackle=77, ShotPower=70
Player ID: 19, Name=Ahmet, SurName=Aydın, Age=21, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=67, Value=580405.66, Wage=7791.6, TechnicalAttributes: Finishing=65, Pass=50, Dribbling=77, Tackle=84, ShotPower=63
Player ID: 20, Name=Ahmet, SurName=Yavuz, Age=29, Nationality=Turkiye, CurrentTeamID=2, Position=ST, OverallRating=74, Value=427280.02, Wage=6353.3, TechnicalAttributes: Finishing=79, Pass=75, Dribbling=51, Tackle=89, ShotPower=79
Player ID: 21, Name=Ahmet, SurName=Çetin, Age=23, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=57, Value=184781.37, Wage=5225.31, TechnicalAttributes: Finishing=58, Pass=57, Dribbling=62, Tackle=52, ShotPower=57
Player ID: 22, Name=Ahmet, SurName=Kılıç, Age=23, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=61, Value=262614.24, Wage=7101.08, TechnicalAttributes: Finishing=50, Pass=52, Dribbling=61, Tackle=92, ShotPower=51
Player ID: 23, Name=Ahmet, SurName=Kaya, Age=24, Nationality=Turkiye, CurrentTeamID=2, Position=CB, OverallRating=80, Value=181284.58, Wage=6477.06, TechnicalAttributes: Finishing=66, Pass=69, Dribbling=82, Tackle=95, ShotPower=90
Player ID: 24, Name=Ahmet, SurName=Karaca, Age=28, Nationality=Turkiye, CurrentTeamID=2, Position=CB, OverallRating=86, Value=375657.14, Wage=6893.3, TechnicalAttributes: Finishing=96, Pass=61, Dribbling=83, Tackle=97, ShotPower=96
Player ID: 25, Name=Ahmet, SurName=Öztürk, Age=16, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=72, Value=268152.37, Wage=6301.05, TechnicalAttributes: Finishing=80, Pass=58, Dribbling=69, Tackle=59, ShotPower=94
Player ID: 26, Name=Ahmet, SurName=Kılıç, Age=17, Nationality=Turkiye, CurrentTeamID=2, Position=ST, OverallRating=77, Value=568265.61, Wage=7893.93, TechnicalAttributes: Finishing=79, Pass=96, Dribbling=83, Tackle=56, ShotPower=74
Player ID: 27, Name=Ahmet, SurName=Çelik, Age=33, Nationality=Turkiye, CurrentTeamID=2, Position=CM, OverallRating=65, Value=319651.8, Wage=7404.44, TechnicalAttributes: Finishing=55, Pass=75, Dribbling=54, Tackle=63, ShotPower=78
Player ID: 28, Name=Ahmet, SurName=Çelik, Age=29, Nationality=Turkiye, CurrentTeamID=2, Position=ST, OverallRating=78, Value=210855.38, Wage=7491.93, TechnicalAttributes: Finishing=62, Pass=98, Dribbling=80, Tackle=74, ShotPower=79
Player ID: 29, Name=Ahmet, SurName=Çelik, Age=17, Nationality=Turkiye, CurrentTeamID=2, Position=ST, OverallRating=80, Value=451711.51, Wage=7752.0, TechnicalAttributes: Finishing=65, Pass=93, Dribbling=95, Tackle=93, ShotPower=55
Player ID: 30, Name=Ahmet, SurName=Çetin, Age=18, Nationality=Turkiye, CurrentTeamID=2, Position=GK, OverallRating=80, Value=375170.84, Wage=5707.71, TechnicalAttributes: Finishing=99, Pass=93, Dribbling=63, Tackle=57, ShotPower=92
Player ID: 31, Name=Baris, SurName=Aydın, Age=24, Nationality=Turkiye, CurrentTeamID=3, Position=CB, OverallRating=82, Value=266826.59, Wage=6625.31, TechnicalAttributes: Finishing=90, Pass=90, Dribbling=57, Tackle=81, ShotPower=93
Player ID: 32, Name=Baris, SurName=Aydın, Age=27, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=76, Value=359609.27, Wage=7685.57, TechnicalAttributes: Finishing=97, Pass=62, Dribbling=53, Tackle=97, ShotPower=75
Player ID: 33, Name=Baris, SurName=Demir, Age=23, Nationality=Turkiye, CurrentTeamID=3, Position=ST, OverallRating=62, Value=584166.63, Wage=6068.04, TechnicalAttributes: Finishing=77, Pass=58, Dribbling=58, Tackle=55, ShotPower=65
Player ID: 34, Name=Baris, SurName=Çelik, Age=20, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=74, Value=351413.02, Wage=5328.89, TechnicalAttributes: Finishing=75, Pass=73, Dribbling=93, Tackle=74, ShotPower=55
Player ID: 35, Name=Baris, SurName=Kaya, Age=32, Nationality=Turkiye, CurrentTeamID=3, Position=CB, OverallRating=75, Value=210006.24, Wage=7613.05, TechnicalAttributes: Finishing=66, Pass=87, Dribbling=92, Tackle=63, ShotPower=67
Player ID: 36, Name=Baris, SurName=Kaya, Age=17, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=83, Value=370326.67, Wage=6102.17, TechnicalAttributes: Finishing=93, Pass=83, Dribbling=82, Tackle=76, ShotPower=81
Player ID: 37, Name=Baris, SurName=Taş, Age=28, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=69, Value=407474.31, Wage=5608.17, TechnicalAttributes: Finishing=92, Pass=72, Dribbling=69, Tackle=52, ShotPower=62
Player ID: 38, Name=Baris, SurName=Yurt, Age=24, Nationality=Turkiye, CurrentTeamID=3, Position=ST, OverallRating=71, Value=528286.58, Wage=6648.44, TechnicalAttributes: Finishing=83, Pass=57, Dribbling=64, Tackle=61, ShotPower=91
Player ID: 39, Name=Baris, SurName=Öztürk, Age=16, Nationality=Turkiye, CurrentTeamID=3, Position=ST, OverallRating=83, Value=323182.71, Wage=6034.57, TechnicalAttributes: Finishing=67, Pass=96, Dribbling=93, Tackle=82, ShotPower=81
Player ID: 40, Name=Baris, SurName=Kılıç, Age=27, Nationality=Turkiye, CurrentTeamID=3, Position=CB, OverallRating=81, Value=219368.7, Wage=5150.56, TechnicalAttributes: Finishing=89, Pass=89, Dribbling=74, Tackle=93, ShotPower=61
Player ID: 41, Name=Baris, SurName=Şahin, Age=17, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=66, Value=421547.17, Wage=6445.15, TechnicalAttributes: Finishing=64, Pass=89, Dribbling=66, Tackle=56, ShotPower=58
Player ID: 42, Name=Baris, SurName=Yavuz, Age=20, Nationality=Turkiye, CurrentTeamID=3, Position=CM, OverallRating=68, Value=383566.03, Wage=7301.59, TechnicalAttributes: Finishing=78, Pass=50, Dribbling=97, Tackle=50, ShotPower=68
Player ID: 43, Name=Baris, SurName=Çam, Age=26, Nationality=Turkiye, CurrentTeamID=3, Position=CB, OverallRating=72, Value=565552.48, Wage=6539.88, TechnicalAttributes: Finishing=74, Pass=99, Dribbling=64, Tackle=60, ShotPower=64
Player ID: 44, Name=Baris, SurName=Çelik, Age=17, Nationality=Turkiye, CurrentTeamID=3, Position=ST, OverallRating=71, Value=147000.58, Wage=7342.12, TechnicalAttributes: Finishing=68, Pass=70, Dribbling=67, Tackle=89, ShotPower=64
Player ID: 45, Name=Baris, SurName=Yalçın, Age=17, Nationality=Turkiye, CurrentTeamID=3, Position=CB, OverallRating=76, Value=405340.99, Wage=5940.99, TechnicalAttributes: Finishing=92, Pass=62, Dribbling=98, Tackle=51, ShotPower=81
Player ID: 46, Name=Ceren, SurName=Yılmaz, Age=17, Nationality=Turkiye, CurrentTeamID=4, Position=CB, OverallRating=67, Value=339894.9, Wage=6871.53, TechnicalAttributes: Finishing=72, Pass=54, Dribbling=86, Tackle=70, ShotPower=57
Player ID: 47, Name=Ceren, SurName=Kaya, Age=25, Nationality=Turkiye, CurrentTeamID=4, Position=CM, OverallRating=69, Value=363318.13, Wage=5933.09, TechnicalAttributes: Finishing=68, Pass=66, Dribbling=66, Tackle=77, ShotPower=71
Player ID: 48, Name=Ceren, SurName=Yavuz, Age=21, Nationality=Turkiye, CurrentTeamID=4, Position=CM, OverallRating=76, Value=292037.1, Wage=6045.39, TechnicalAttributes: Finishing=83, Pass=74, Dribbling=72, Tackle=91, ShotPower=64
Player ID: 49, Name=Ceren, SurName=Yalçın, Age=23, Nationality=Turkiye, CurrentTeamID=4, Position=CB, OverallRating=83, Value=446470.33, Wage=7291.63, TechnicalAttributes: Finishing=89, Pass=90, Dribbling=78, Tackle=94, ShotPower=65
Player ID: 50, Name=Ceren, SurName=Yurt, Age=28, Nationality=Turkiye, CurrentTeamID=4, Position=GK, OverallRating=81, Value=373568.39, Wage=5332.7, TechnicalAttributes: Finishing=90, Pass=99, Dribbling=82, Tackle=58, ShotPower=80
Player ID: 51, Name=Ceren, SurName=Yavuz, Age=25, Nationality=Turkiye, CurrentTeamID=4, Position=ST, OverallRating=67, Value=393280.18, Wage=6837.84, TechnicalAttributes: Finishing=80, Pass=72, Dribbling=67, Tackle=60, ShotPower=58
Player ID: 52, Name=Ceren, SurName=Çetin, Age=25, Nationality=Turkiye, CurrentTeamID=4, Position=CM, OverallRating=64, Value=536705.81, Wage=7224.56, TechnicalAttributes: Finishing=81, Pass=50, Dribbling=77, Tackle=61, ShotPower=53
Player ID: 53, Name=Ceren, SurName=Akman, Age=27, Nationality=Turkiye, CurrentTeamID=4, Position=CB, OverallRating=73, Value=144001.08, Wage=5029.08, TechnicalAttributes: Finishing=64, Pass=85, Dribbling=87, Tackle=77, ShotPower=54
Player ID: 54, Name=Ceren, SurName=Acar, Age=28, Nationality=Turkiye, CurrentTeamID=4, Position=ST, OverallRating=82, Value=371483.17, Wage=7159.67, TechnicalAttributes: Finishing=88, Pass=92, Dribbling=80, Tackle=64, ShotPower=88
Player ID: 55, Name=Ceren, SurName=Kaya, Age=18, Nationality=Turkiye, CurrentTeamID=4, Position=CB, OverallRating=69, Value=479117.31, Wage=6720.74, TechnicalAttributes: Finishing=60, Pass=61, Dribbling=83, Tackle=75, ShotPower=69
Player ID: 56, Name=Ceren, SurName=Yurt, Age=21, Nationality=Turkiye, CurrentTeamID=4, Position=CB, OverallRating=84, Value=115751.71, Wage=5462.61, TechnicalAttributes: Finishing=94, Pass=60, Dribbling=93, Tackle=81, ShotPower=95
Player ID: 57, Name=Ceren, SurName=Karaca, Age=20, Nationality=Turkiye, CurrentTeamID=4, Position=CM, OverallRating=72, Value=101568.2, Wage=5219.32, TechnicalAttributes: Finishing=93, Pass=53, Dribbling=60, Tackle=83, ShotPower=74
Player ID: 58, Name=Ceren, SurName=Taş, Age=29, Nationality=Turkiye, CurrentTeamID=4, Position=GK, OverallRating=88, Value=136527.62, Wage=7277.16, TechnicalAttributes: Finishing=94, Pass=85, Dribbling=86, Tackle=91, ShotPower=87
Player ID: 59, Name=Ceren, SurName=Demir, Age=15, Nationality=Turkiye, CurrentTeamID=4, Position=ST, OverallRating=69, Value=473753.86, Wage=6885.76, TechnicalAttributes: Finishing=55, Pass=64, Dribbling=87, Tackle=74, ShotPower=69
Player ID: 60, Name=Ceren, SurName=Arslan, Age=28, Nationality=Turkiye, CurrentTeamID=4, Position=ST, OverallRating=84, Value=586306.52, Wage=6319.73, TechnicalAttributes: Finishing=86, Pass=97, Dribbling=69, Tackle=78, ShotPower=92
Player ID: 61, Name=Deniz, SurName=Kaya, Age=22, Nationality=Turkiye, CurrentTeamID=5, Position=ST, OverallRating=77, Value=150467.39, Wage=6844.17, TechnicalAttributes: Finishing=78, Pass=69, Dribbling=85, Tackle=92, ShotPower=65
Player ID: 62, Name=Deniz, SurName=Öztürk, Age=30, Nationality=Turkiye, CurrentTeamID=5, Position=CB, OverallRating=66, Value=494186.19, Wage=7777.13, TechnicalAttributes: Finishing=55, Pass=66, Dribbling=80, Tackle=69, ShotPower=60
Player ID: 63, Name=Deniz, SurName=Aydın, Age=20, Nationality=Turkiye, CurrentTeamID=5, Position=CB, OverallRating=80, Value=343712.66, Wage=5803.19, TechnicalAttributes: Finishing=87, Pass=77, Dribbling=92, Tackle=83, ShotPower=61
Player ID: 64, Name=Deniz, SurName=Yılmaz, Age=27, Nationality=Turkiye, CurrentTeamID=5, Position=ST, OverallRating=73, Value=197546.38, Wage=7827.98, TechnicalAttributes: Finishing=61, Pass=92, Dribbling=94, Tackle=65, ShotPower=55
Player ID: 65, Name=Deniz, SurName=Kılıç, Age=21, Nationality=Turkiye, CurrentTeamID=5, Position=CB, OverallRating=81, Value=134868.76, Wage=6605.54, TechnicalAttributes: Finishing=91, Pass=83, Dribbling=59, Tackle=80, ShotPower=96
Player ID: 66, Name=Deniz, SurName=Aydın, Age=32, Nationality=Turkiye, CurrentTeamID=5, Position=CM, OverallRating=69, Value=215631.09, Wage=7078.72, TechnicalAttributes: Finishing=71, Pass=64, Dribbling=57, Tackle=69, ShotPower=86
Player ID: 67, Name=Deniz, SurName=Yılmaz, Age=23, Nationality=Turkiye, CurrentTeamID=5, Position=CB, OverallRating=83, Value=203851.78, Wage=7886.19, TechnicalAttributes: Finishing=72, Pass=81, Dribbling=89, Tackle=94, ShotPower=79
Player ID: 68, Name=Deniz, SurName=Yılmaz, Age=19, Nationality=Turkiye, CurrentTeamID=5, Position=CM, OverallRating=78, Value=161660.96, Wage=7672.93, TechnicalAttributes: Finishing=65, Pass=91, Dribbling=95, Tackle=58, ShotPower=84
Player ID: 69, Name=Deniz, SurName=Çetin, Age=22, Nationality=Turkiye, CurrentTeamID=5, Position=ST, OverallRating=82, Value=393801.3, Wage=6140.16, TechnicalAttributes: Finishing=95, Pass=91, Dribbling=86, Tackle=69, ShotPower=71
Player ID: 70, Name=Deniz, SurName=Yavuz, Age=15, Nationality=Turkiye, CurrentTeamID=5, Position=GK, OverallRating=71, Value=255074.9, Wage=5956.7, TechnicalAttributes: Finishing=51, Pass=66, Dribbling=98, Tackle=67, ShotPower=75
Player ID: 71, Name=Deniz, SurName=Öztürk, Age=29, Nationality=Turkiye, CurrentTeamID=5, Position=ST, OverallRating=72, Value=193383.72, Wage=7578.37, TechnicalAttributes: Finishing=86, Pass=69, Dribbling=60, Tackle=90, ShotPower=59
Player ID: 72, Name=Deniz, SurName=Çelik, Age=30, Nationality=Turkiye, CurrentTeamID=5, Position=CM, OverallRating=73, Value=330157.86, Wage=7362.95, TechnicalAttributes: Finishing=68, Pass=85, Dribbling=59, Tackle=97, ShotPower=58
Player ID: 73, Name=Deniz, SurName=Yalçın, Age=16, Nationality=Turkiye, CurrentTeamID=5, Position=CB, OverallRating=72, Value=177056.3, Wage=7383.27, TechnicalAttributes: Finishing=55, Pass=76, Dribbling=84, Tackle=92, ShotPower=57
Player ID: 74, Name=Deniz, SurName=Kılıç, Age=18, Nationality=Turkiye, CurrentTeamID=5, Position=ST, OverallRating=70, Value=461657.46, Wage=6614.35, TechnicalAttributes: Finishing=93, Pass=50, Dribbling=78, Tackle=81, ShotPower=52
Player ID: 75, Name=Deniz, SurName=Kılıç, Age=17, Nationality=Turkiye, CurrentTeamID=5, Position=CM, OverallRating=72, Value=206575.26, Wage=5365.58, TechnicalAttributes: Finishing=74, Pass=76, Dribbling=86, Tackle=52, ShotPower=75
Player ID: 76, Name=Kemal, SurName=Çelik, Age=26, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=77, Value=122025.44, Wage=6437.05, TechnicalAttributes: Finishing=55, Pass=95, Dribbling=71, Tackle=87, ShotPower=80
Player ID: 77, Name=Kemal, SurName=Çetin, Age=28, Nationality=Turkiye, CurrentTeamID=6, Position=GK, OverallRating=70, Value=194658.34, Wage=6569.42, TechnicalAttributes: Finishing=60, Pass=67, Dribbling=65, Tackle=78, ShotPower=84
Player ID: 78, Name=Kemal, SurName=Çam, Age=31, Nationality=Turkiye, CurrentTeamID=6, Position=CB, OverallRating=75, Value=508640.5, Wage=5726.51, TechnicalAttributes: Finishing=67, Pass=73, Dribbling=82, Tackle=68, ShotPower=87
Player ID: 79, Name=Kemal, SurName=Çam, Age=23, Nationality=Turkiye, CurrentTeamID=6, Position=CB, OverallRating=72, Value=104026.6, Wage=5075.29, TechnicalAttributes: Finishing=72, Pass=86, Dribbling=50, Tackle=99, ShotPower=56
Player ID: 80, Name=Kemal, SurName=Yavuz, Age=20, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=75, Value=582777.51, Wage=7512.08, TechnicalAttributes: Finishing=70, Pass=98, Dribbling=62, Tackle=84, ShotPower=61
Player ID: 81, Name=Kemal, SurName=Yalçın, Age=15, Nationality=Turkiye, CurrentTeamID=6, Position=CM, OverallRating=73, Value=432052.19, Wage=7108.68, TechnicalAttributes: Finishing=98, Pass=56, Dribbling=55, Tackle=88, ShotPower=69
Player ID: 82, Name=Kemal, SurName=Çam, Age=18, Nationality=Turkiye, CurrentTeamID=6, Position=CM, OverallRating=76, Value=245183.42, Wage=7128.46, TechnicalAttributes: Finishing=83, Pass=78, Dribbling=64, Tackle=95, ShotPower=60
Player ID: 83, Name=Kemal, SurName=Çelik, Age=18, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=71, Value=172928.23, Wage=5576.75, TechnicalAttributes: Finishing=91, Pass=50, Dribbling=66, Tackle=53, ShotPower=99
Player ID: 84, Name=Kemal, SurName=Çelik, Age=17, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=74, Value=145903.67, Wage=5719.85, TechnicalAttributes: Finishing=58, Pass=85, Dribbling=98, Tackle=78, ShotPower=51
Player ID: 85, Name=Kemal, SurName=Yılmaz, Age=15, Nationality=Turkiye, CurrentTeamID=6, Position=CB, OverallRating=77, Value=165654.11, Wage=6326.56, TechnicalAttributes: Finishing=60, Pass=88, Dribbling=93, Tackle=62, ShotPower=82
Player ID: 86, Name=Kemal, SurName=Kılıç, Age=29, Nationality=Turkiye, CurrentTeamID=6, Position=CB, OverallRating=77, Value=188473.75, Wage=5576.69, TechnicalAttributes: Finishing=89, Pass=82, Dribbling=97, Tackle=68, ShotPower=52
Player ID: 87, Name=Kemal, SurName=Çetin, Age=33, Nationality=Turkiye, CurrentTeamID=6, Position=CM, OverallRating=68, Value=257193.68, Wage=6745.23, TechnicalAttributes: Finishing=74, Pass=68, Dribbling=65, Tackle=79, ShotPower=56
Player ID: 88, Name=Kemal, SurName=Çelik, Age=19, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=72, Value=310748.19, Wage=5835.3, TechnicalAttributes: Finishing=87, Pass=64, Dribbling=84, Tackle=62, ShotPower=63
Player ID: 89, Name=Kemal, SurName=Kaya, Age=29, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=71, Value=375915.93, Wage=7805.99, TechnicalAttributes: Finishing=99, Pass=63, Dribbling=81, Tackle=61, ShotPower=52
Player ID: 90, Name=Kemal, SurName=Çelik, Age=30, Nationality=Turkiye, CurrentTeamID=6, Position=ST, OverallRating=68, Value=546485.64, Wage=7756.98, TechnicalAttributes: Finishing=58, Pass=63, Dribbling=58, Tackle=88, ShotPower=73
Player ID: 91, Name=Mert, SurName=Taş, Age=16, Nationality=Turkiye, CurrentTeamID=7, Position=GK, OverallRating=70, Value=510867.12, Wage=5303.73, TechnicalAttributes: Finishing=70, Pass=95, Dribbling=50, Tackle=65, ShotPower=71
Player ID: 92, Name=Mert, SurName=Yavuz, Age=27, Nationality=Turkiye, CurrentTeamID=7, Position=CB, OverallRating=64, Value=333341.39, Wage=6146.14, TechnicalAttributes: Finishing=50, Pass=89, Dribbling=56, Tackle=57, ShotPower=72
Player ID: 93, Name=Mert, SurName=Çetin, Age=31, Nationality=Turkiye, CurrentTeamID=7, Position=GK, OverallRating=80, Value=547550.45, Wage=6819.45, TechnicalAttributes: Finishing=88, Pass=95, Dribbling=71, Tackle=83, ShotPower=67
Player ID: 94, Name=Mert, SurName=Karaca, Age=15, Nationality=Turkiye, CurrentTeamID=7, Position=CB, OverallRating=73, Value=224139.76, Wage=7465.9, TechnicalAttributes: Finishing=73, Pass=85, Dribbling=58, Tackle=71, ShotPower=79
Player ID: 95, Name=Mert, SurName=Aydın, Age=32, Nationality=Turkiye, CurrentTeamID=7, Position=CM, OverallRating=66, Value=480703.62, Wage=7905.23, TechnicalAttributes: Finishing=83, Pass=55, Dribbling=50, Tackle=67, ShotPower=75
Player ID: 96, Name=Mert, SurName=Yılmaz, Age=24, Nationality=Turkiye, CurrentTeamID=7, Position=ST, OverallRating=77, Value=329206.58, Wage=5865.0, TechnicalAttributes: Finishing=71, Pass=57, Dribbling=89, Tackle=84, ShotPower=85
Player ID: 97, Name=Mert, SurName=Öztürk, Age=31, Nationality=Turkiye, CurrentTeamID=7, Position=CB, OverallRating=78, Value=589066.51, Wage=5089.75, TechnicalAttributes: Finishing=51, Pass=91, Dribbling=75, Tackle=95, ShotPower=78
Player ID: 98, Name=Mert, SurName=Yalçın, Age=16, Nationality=Turkiye, CurrentTeamID=7, Position=GK, OverallRating=80, Value=328138.24, Wage=6641.29, TechnicalAttributes: Finishing=90, Pass=99, Dribbling=53, Tackle=76, ShotPower=86
Player ID: 99, Name=Mert, SurName=Arslan, Age=34, Nationality=Turkiye, CurrentTeamID=7, Position=CM, OverallRating=65, Value=206321.08, Wage=5568.98, TechnicalAttributes: Finishing=62, Pass=55, Dribbling=67, Tackle=89, ShotPower=53
Player ID: 100, Name=Mert, SurName=Akman, Age=18, Nationality=Turkiye, CurrentTeamID=7, Position=ST, OverallRating=79, Value=459666.26, Wage=6634.78, TechnicalAttributes: Finishing=77, Pass=97, Dribbling=69, Tackle=93, ShotPower=60
Player ID: 101, Name=Mert, SurName=Çam, Age=17, Nationality=Turkiye, CurrentTeamID=7, Position=CM, OverallRating=82, Value=106262.08, Wage=6867.61, TechnicalAttributes: Finishing=76, Pass=94, Dribbling=65, Tackle=94, ShotPower=83
Player ID: 102, Name=Mert, SurName=Çetin, Age=19, Nationality=Turkiye, CurrentTeamID=7, Position=CB, OverallRating=83, Value=148247.91, Wage=6667.61, TechnicalAttributes: Finishing=93, Pass=64, Dribbling=74, Tackle=87, ShotPower=97
Player ID: 103, Name=Mert, SurName=Acar, Age=23, Nationality=Turkiye, CurrentTeamID=7, Position=GK, OverallRating=72, Value=288821.8, Wage=7333.95, TechnicalAttributes: Finishing=51, Pass=60, Dribbling=97, Tackle=84, ShotPower=71
Player ID: 104, Name=Mert, SurName=Yurt, Age=30, Nationality=Turkiye, CurrentTeamID=7, Position=CM, OverallRating=64, Value=165670.77, Wage=6427.94, TechnicalAttributes: Finishing=58, Pass=57, Dribbling=65, Tackle=80, ShotPower=60
Player ID: 105, Name=Mert, SurName=Çetin, Age=19, Nationality=Turkiye, CurrentTeamID=7, Position=GK, OverallRating=77, Value=126824.12, Wage=6064.34, TechnicalAttributes: Finishing=81, Pass=62, Dribbling=73, Tackle=78, ShotPower=95
Player ID: 106, Name=Burak, SurName=Öztürk, Age=18, Nationality=Turkiye, CurrentTeamID=8, Position=CM, OverallRating=77, Value=175305.37, Wage=6131.95, TechnicalAttributes: Finishing=85, Pass=82, Dribbling=96, Tackle=61, ShotPower=61
Player ID: 107, Name=Burak, SurName=Yalçın, Age=25, Nationality=Turkiye, CurrentTeamID=8, Position=CM, OverallRating=79, Value=451282.48, Wage=6742.86, TechnicalAttributes: Finishing=94, Pass=69, Dribbling=51, Tackle=94, ShotPower=91
